FSA,Loss Dates,Number of Exposure_at_claim,$ Average Exposure_at_claim,Loss Frequency,Total $ Loss,event_start,event_end,climate_days_available,window_coverage_fraction,fwi_mean,fwi_max,fwi_p95,days_fwi_above_30,dc_max,dmc_max,ffmc_max,isi_max,bui_mean,Number of Exposure_current_portfolio,$ Average Exposure_current_portfolio,dominant_fuel_code,dominant_fuel_pct,n_valid_pixels,n_fuel_classes_present
T2M,"May 3 - May 18, 2016",9200,80684.10259478705,0.00217,919.9036548654034,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,11200,89125.44489514937,101.0,0.999550022498875,6667.0,2.0
T2N,"May 3 - May 18, 2016",12100,73875.1780039411,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,14700,81604.15614184449,101.0,0.9628805412141712,11234.0,6.0
T2P,"May 3 - May 18, 2016",6900,45388.28347596001,0.00292,23864.965964573068,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,8400,50136.902161981205,31.0,0.7195526710779443,94606.0,8.0
T2R,"May 3 - May 18, 2016",7800,29429.29315009608,0.00258,4474.997030053367,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,9500,32508.24834880854,101.0,1.0,1211.0,1.0
T2S,"May 3 - May 18, 2016",7800,74702.08963344521,0.00769,13445.413161281029,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,9500,82517.58102355458,101.0,0.9692379762648344,6404.0,6.0
T2T,"May 3 - May 18, 2016",13900,79765.69927555307,0.00144,5909.557190164687,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,16900,88110.95626867242,101.0,0.9937077050931972,8423.0,5.0
T2V,"May 3 - May 18, 2016",13200,77212.18319652448,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,16100,85290.28591018418,101.0,0.6838223756472619,25492.0,11.0
T2W,"May 3 - May 18, 2016",15300,79482.04636350187,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,18700,87797.62698608336,101.0,0.9196050046530866,19342.0,11.0
T2X,"May 3 - May 18, 2016",16200,87541.74005064658,0.00246,8424.619093060637,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,19800,96700.5429569404,101.0,0.5905172413793104,44080.0,9.0
T2Y,"May 3 - May 18, 2016",21600,79891.15049248617,0.00232,1425.4393432264544,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,26300,88249.53245855648,31.0,0.4138340004659339,94434.0,13.0
T2Z,"May 3 - May 18, 2016",25400,82678.47167571232,0.00157,30849.92170678646,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,31000,91328.46910817544,101.0,0.8183511385999438,28456.0,8.0
T3A,"May 3 - May 18, 2016",19400,89664.97077941975,0.00362,9116.587452986669,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,23600,99045.9105972962,101.0,0.921455938697318,22968.0,7.0
T3B,"May 3 - May 18, 2016",14800,79306.38703848074,0.00068,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,18000,87603.58980913021,101.0,0.7513409478134663,31694.0,10.0
T3C,"May 3 - May 18, 2016",9700,57920.2352574898,0.00205,3677.887221433925,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,11900,63979.97337444538,101.0,0.8417841182536955,11636.0,8.0
T3E,"May 3 - May 18, 2016",17100,67988.02553904612,0.00117,5699.999031275253,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,20800,75101.07727345239,101.0,0.9796954314720812,18912.0,8.0
T3G,"May 3 - May 18, 2016",21700,86171.48718032535,0.00323,8605.447388275392,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,26400,95186.93131897536,101.0,0.8111759619541721,27756.0,11.0
T3H,"May 3 - May 18, 2016",27600,106057.63573636796,0.00181,17012.86371616694,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,33700,117153.61100319414,101.0,0.7454348040667259,40524.0,13.0
T3J,"May 3 - May 18, 2016",19000,71987.82125770836,0.0021,7841.25483176363,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,23200,79519.34012141172,101.0,0.8787859404483961,31267.0,7.0
T3K,"May 3 - May 18, 2016",27600,77863.19948793174,0.00145,5892.15235358463,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,33700,86009.41290967578,101.0,0.6625905145542608,41706.0,7.0
T3L,"May 3 - May 18, 2016",11300,103226.51608496174,0.00177,11169.725573994245,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,13700,114026.29359656436,101.0,0.3928163035135262,63839.0,12.0
T3M,"May 3 - May 18, 2016",16000,88468.34817538809,0.00125,14845.419453768984,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,19500,97724.09479311568,101.0,0.4654112621763817,38394.0,8.0
T3N,"May 3 - May 18, 2016",4700,71353.28143366126,0.00421,4873.70671936549,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,5800,78818.41339231476,31.0,0.5245354619209631,30568.0,7.0
T3P,"May 3 - May 18, 2016",5700,87213.7540321652,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,7000,96338.24234410036,31.0,0.7909214136939201,90741.0,8.0
T3R,"May 3 - May 18, 2016",8600,99029.52142395076,0.00582,9178.320173981909,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,10500,109390.20043377893,31.0,0.5238242779683523,135555.0,12.0
T3S,"May 3 - May 18, 2016",100,82207.23800109673,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,200,90807.93396495625,31.0,0.5892829657644187,45479.0,8.0
T3Z,"May 3 - May 18, 2016",4500,156032.46392608286,0.00446,1221.8108335881457,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,5500,172356.9119351768,31.0,0.3458348644017157,582382.0,13.0
T4A,"May 3 - May 18, 2016",6200,76797.5412666053,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,7600,84832.26326027226,31.0,0.8146691735990343,552601.0,10.0
T4B,"May 3 - May 18, 2016",20600,75475.53386276377,0.00533,168329.18818519555,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,25100,83371.94463203147,31.0,0.6675154695953608,308670.0,11.0
T4C,"May 3 - May 18, 2016",13200,88348.91925719153,0.00379,7779.351507756619,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,16100,97592.17096766183,31.0,0.3762163161801402,789474.0,12.0
T4E,"May 3 - May 18, 2016",1000,97018.29560305557,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,1200,107168.55589281976,31.0,0.7703552878162022,771065.0,13.0
T4G,"May 3 - May 18, 2016",5300,65986.64123404167,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,6500,72890.30388869376,31.0,0.7934816477109627,1222763.0,13.0
T4H,"May 3 - May 18, 2016",5300,72589.19585273019,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,6400,80183.63180473303,31.0,0.8545174280354176,1171618.0,12.0
T4J,"May 3 - May 18, 2016",4600,73585.41016352353,0.00435,3480.493915637728,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,5600,81284.07217408663,31.0,0.8062125655036406,1161195.0,12.0
T4L,"May 3 - May 18, 2016",7300,75185.33094704058,0.00138,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,8900,83051.38007046479,31.0,0.8092969997165321,804324.0,12.0
T4M,"May 3 - May 18, 2016",800,72030.85316871962,0.04779,2084.6386053438964,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,1000,79566.87412241349,31.0,0.5140037172338653,15603.0,10.0
T4N,"May 3 - May 18, 2016",17600,61853.64480437277,0.00227,9679.811839877197,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,21500,68324.90458823598,101.0,0.632828202265114,31345.0,11.0
T4P,"May 3 - May 18, 2016",11200,65703.64434836399,0.00802,44415.88924469155,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,13700,72577.69926735172,101.0,0.4584204110066179,45936.0,11.0
T4R,"May 3 - May 18, 2016",13700,76473.92748766464,0.00219,7452.051103811258,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,16700,84474.79231996647,101.0,0.7932208004356112,22038.0,9.0
T4S,"May 3 - May 18, 2016",10400,74683.19169928538,0.00671,14887.51247258155,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,12700,82496.70594735706,31.0,0.6653323851417816,234833.0,12.0
T4T,"May 3 - May 18, 2016",6100,70736.61091715298,0.00326,8059.892736293835,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,7500,78137.22549569096,3.0,0.3367614673224807,8003285.0,14.0
T4V,"May 3 - May 18, 2016",10400,70463.41336796132,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,12600,77835.44543824572,31.0,0.7352939598035796,186335.0,10.0
T4X,"May 3 - May 18, 2016",7600,90186.00740401608,0.00661,10694.060685467011,2016-05-03,2016-05-18,14,0.875,0.15651845538273587,0.6346231698989868,0.4948202446103095,0,51.004276275634766,3.1276776790618896,68.69425964355469,1.5881205797195437,3.0985071659088135,9200,99621.45918097488,31.0,0.771997596232511,672278.0,12.0
T5A,"May 3 - May 18, 2016",10900,55653.57579442265,0.00184,2843.4019174303608,2016-05-03,2016-05-18,12,0.75,0.5359879017341882,3.1492161750793457,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.6279568672180176,5.95681490500768,13200,61476.17118076872,101.0,0.9188717447462124,14323.0,10.0
T5B,"May 3 - May 18, 2016",5100,59509.06645129855,0.00392,613.8643305133509,2016-05-03,2016-05-18,12,0.75,0.5359879017341882,3.1492161750793457,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.6279568672180176,5.95681490500768,6200,65735.03146467003,101.0,0.9153490634882024,8222.0,10.0
T5C,"May 3 - May 18, 2016",4900,64887.72513988492,0.0,0.0,2016-05-03,2016-05-18,12,0.75,0.5359879017341882,3.1492161750793457,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.6279568672180176,5.95681490500768,6000,71676.41685711774,101.0,1.0,6258.0,1.0
T5E,"May 3 - May 18, 2016",10100,63240.95624803471,0.00597,6090.628413631659,2016-05-03,2016-05-18,14,0.875,0.34201546795632265,1.9217054135121785,1.2192224718545401,0,56.84637095439317,5.031498322419568,70.08675130771425,2.277696696291712,4.557782090470935,12300,69857.35950374111,101.0,0.998979666205087,13721.0,3.0
T5G,"May 3 - May 18, 2016",4000,58422.45859257271,0.01247,2557.113317106968,2016-05-03,2016-05-18,14,0.875,0.2769996742999753,1.2552861804454147,0.9451098751816203,0,56.82365625140315,4.065218887668643,69.65359395050889,1.6957488202490834,3.9975646741535393,4900,64534.74038227577,101.0,0.9836099160008196,9762.0,7.0
T5H,"May 3 - May 18, 2016",7300,41137.13094745153,0.00275,4261.082502374291,2016-05-03,2016-05-18,14,0.875,0.3487784936845507,1.991027191584121,1.2477360135568702,0,56.848733766751394,5.132011940886181,70.13180888813285,2.3539505580410247,4.6160566201949305,8800,45440.98502049295,101.0,0.913408888322934,7853.0,10.0
T5J,"May 3 - May 18, 2016",21400,51205.36116500086,0.00234,105062.69000662056,2016-05-03,2016-05-18,14,0.875,0.38766782884138856,2.3896472722168847,1.411697045841887,0,56.86232061462156,5.709994038464098,73.17208454996262,2.792432105463615,4.951151858423066,26000,56562.57488253161,101.0,0.9663366336633664,1515.0,4.0
T5K,"May 3 - May 18, 2016",12000,31756.69963000188,0.01251,48403.63790819474,2016-05-03,2016-05-18,14,0.875,0.24654569597983095,0.943129460753336,0.8167130871568602,0,56.813016481687136,3.612604971846159,69.45069917642877,1.6801000365018224,3.7351538337771926,14600,35079.15304133789,101.0,0.8369921776431996,3963.0,10.0
T5L,"May 3 - May 18, 2016",5800,61427.23899475984,0.0,0.0,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,7000,67853.88729653365,101.0,0.9973568281938326,11350.0,5.0
T5M,"May 3 - May 18, 2016",5600,56136.23763698426,0.00354,62.203005478020806,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,6900,62009.33013115402,101.0,0.999094271265756,13249.0,5.0
T5N,"May 3 - May 18, 2016",6500,72005.50711379,0.0,0.0,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,7900,79538.87630934632,101.0,0.8459036144578314,8300.0,9.0
T5P,"May 3 - May 18, 2016",6500,54389.69703072631,0.00615,8055.225141547617,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,7900,60080.06273455239,101.0,0.999737773698702,7627.0,3.0
T5R,"May 3 - May 18, 2016",9400,74792.12297597832,0.00532,8849.338692122778,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,11500,82617.03384574137,101.0,0.8269801084990959,13825.0,10.0
T5S,"May 3 - May 18, 2016",2200,66803.56366780553,0.01843,18228.950961222206,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,2600,73792.69448377409,101.0,0.7023110409910305,34227.0,11.0
T5T,"May 3 - May 18, 2016",24200,67662.32346786896,0.00908,240287.97385310064,2016-05-03,2016-05-18,14,0.875,0.1636142475673526,0.6662401888322238,0.5146993687867114,0,56.31105225543848,3.3552773549386687,68.88535680107765,1.6337426532119743,3.031950747960051,29500,74741.29955933786,101.0,0.8466908113791694,34238.0,11.0
T5V,"May 3 - May 18, 2016",100,72451.87443551599,0.0,0.0,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,100,80031.9435289854,101.0,0.7881339433466368,20546.0,10.0
T5W,"May 3 - May 18, 2016",6600,66455.49455305893,0.0061,20908.61705392388,2016-05-03,2016-05-18,12,0.75,0.5359879017341882,3.1492161750793457,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.6279568672180176,5.95681490500768,8000,73408.2096384527,101.0,0.8751281849017907,12677.0,9.0
T5X,"May 3 - May 18, 2016",12700,72169.39973935009,0.01026,156945.211714172,2016-05-03,2016-05-18,14,0.875,0.20935284237558133,0.7126770772538391,0.6146710070900309,0,56.80002233710379,3.375572681427001,69.20290772041278,1.6609884801436354,3.4146765592586847,15400,79719.91572973174,101.0,0.8578842065774666,15994.0,8.0
T5Y,"May 3 - May 18, 2016",15900,68521.00702220124,0.00629,203461.7495196254,2016-05-03,2016-05-18,12,0.75,0.5359879017341882,3.1492161750793457,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.6279568672180176,5.95681490500768,19400,75689.82041218002,31.0,0.5825495923476921,124616.0,11.0
T5Z,"May 3 - May 18, 2016",10200,84292.72918129046,0.00588,15057.405206669906,2016-05-03,2016-05-18,12,0.75,0.5359879017341882,3.1492161750793457,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.6279568672180176,5.95681490500768,12400,93111.61366494816,101.0,0.77804788213628,13575.0,8.0
T6A,"May 3 - May 18, 2016",5600,70546.26104984,0.00357,929.998111337822,2016-05-03,2016-05-18,12,0.75,0.5359879017341882,3.1492161750793457,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.6279568672180176,5.95681490500768,6800,77926.96082068795,101.0,0.8781614020358904,9529.0,10.0
T6B,"May 3 - May 18, 2016",3700,68253.1134455121,0.0,0.0,2016-05-03,2016-05-18,12,0.75,0.5359879017341881,3.1492161750793453,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.6279568672180176,5.95681490500768,4600,75393.89924011366,101.0,0.9559019385389436,20273.0,10.0
T6C,"May 3 - May 18, 2016",8600,64568.41533282431,0.00232,0.0,2016-05-03,2016-05-18,12,0.75,0.5359879017341882,3.1492161750793457,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.6279568672180176,5.95681490500768,10500,71323.7001793778,101.0,0.923477694562032,9213.0,11.0
T6E,"May 3 - May 18, 2016",10100,48577.39790152988,0.00197,0.0,2016-05-03,2016-05-18,14,0.875,0.38929839990344856,2.406360809890245,1.4185716841835094,0,56.86289029062328,5.734227954495276,73.36516639328221,2.810816974209533,4.965201895439264,12400,53659.66851693373,101.0,0.9656607700312176,21142.0,10.0
T6G,"May 3 - May 18, 2016",5200,62179.72408729802,0.00957,193166.0927251801,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,6400,68685.09897879342,101.0,0.8695715962441315,6816.0,9.0
T6H,"May 3 - May 18, 2016",11300,65910.56148116544,0.00618,49946.49360847391,2016-05-03,2016-05-18,14,0.875,0.16748049754431107,0.6530230962553794,0.5046167506919919,0,52.672289448451664,3.19372475256831,68.81264162702745,1.606940402814352,3.151956202609501,13800,72806.26451037085,101.0,0.8191975886082528,19242.0,11.0
T6J,"May 3 - May 18, 2016",16300,74684.87466589053,0.00122,117924.55022339658,2016-05-03,2016-05-18,14,0.875,0.15651845538273587,0.6346231698989868,0.4948202446103095,0,51.004276275634766,3.1276776790618896,68.69425964355469,1.5881205797195437,3.0985071659088135,19900,82498.56498950544,101.0,0.8322929671244278,24030.0,11.0
T6K,"May 3 - May 18, 2016",8500,64900.73928533363,0.00236,16913.425876162943,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,10300,71690.79257012371,101.0,0.9806081573197378,10984.0,5.0
T6L,"May 3 - May 18, 2016",15700,69755.2139102255,0.00255,13099.001981268872,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,19100,77053.15264802653,101.0,0.9458171745152356,18050.0,10.0
T6M,"May 3 - May 18, 2016",11000,96447.41539560452,0.00455,24674.396048672545,2016-05-03,2016-05-18,14,0.875,0.15652761880032803,0.6346639997231939,0.4948459162635171,0,51.011129379996646,3.1279715984467384,68.69450642404227,1.5881794954966628,3.0984212157801685,13400,106537.94898471003,101.0,0.3663585470641843,46086.0,12.0
T6N,"May 3 - May 18, 2016",100,67566.44820588347,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,100,74635.39362366908,101.0,0.813372281726712,3081.0,7.0
T6P,"May 3 - May 18, 2016",900,39599.10123452287,0.0,0.0,2016-05-03,2016-05-18,12,0.75,0.5359879017341882,3.1492161750793457,1.943369042873381,0,56.88821029663086,6.811336517333984,81.94694519042969,3.627956867218018,5.95681490500768,1000,43742.04337005211,101.0,0.7955836466917353,12499.0,10.0
T6R,"May 3 - May 18, 2016",18100,98210.18443406594,0.00497,427547.49481738673,2016-05-03,2016-05-18,14,0.875,0.15651845538273587,0.6346231698989868,0.4948202446103095,0,51.004276275634766,3.1276776790618896,68.69425964355469,1.5881205797195437,3.0985071659088135,22100,108485.14266658436,101.0,0.759915078146174,22138.0,11.0
T6T,"May 3 - May 18, 2016",11500,76420.71220737409,0.0061,14963.395398145472,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,14000,84416.00954394757,101.0,0.6694073110138412,16906.0,11.0
T6V,"May 3 - May 18, 2016",7100,77809.34074092112,0.00989,26285.13072218891,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,8600,85949.91934608093,101.0,0.6382556987115956,17153.0,9.0
T6W,"May 3 - May 18, 2016",22600,80805.2187015887,0.01284,237114.2166822045,2016-05-03,2016-05-18,14,0.875,0.15651845538273587,0.6346231698989868,0.4948202446103095,0,51.004276275634766,3.1276776790618896,68.69425964355469,1.5881205797195437,3.0985071659088135,27500,89259.23242646614,101.0,0.5060149052285664,51123.0,11.0
T6X,"May 3 - May 18, 2016",13600,77428.17847490982,0.00662,75849.61985687516,2016-05-03,2016-05-18,14,0.875,0.15651845538273587,0.6346231698989868,0.4948202446103095,0,51.004276275634766,3.1276776790618896,68.69425964355469,1.5881205797195437,3.0985071659088135,16600,85528.87907367297,31.0,0.6313463643038221,72187.0,11.0
T7A,"May 3 - May 18, 2016",5400,74316.62170578414,0.0,0.0,2016-05-03,2016-05-18,14,0.875,0.12850548857004587,0.7814816717597256,0.5479804986188166,0,41.393978755711935,3.5637627959931937,73.89928787542108,1.7664219382343682,2.6581705240690865,6600,82091.78462202376,2.0,0.2594816034781021,2410510.0,13.0
T7E,"May 3 - May 18, 2016",5300,66828.35607515459,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,6400,73820.08072547406,2.0,0.2425730340223548,8788986.0,14.0
T7N,"May 3 - May 18, 2016",3900,68752.1488137281,0.0,0.0,2016-05-03,2016-05-18,14,0.875,0.19592465248172286,0.7313766727886549,0.6834306061230514,0,50.48342687960924,3.4223187322912567,71.96105552827888,1.789833016179913,3.157851799053669,4700,75945.14474920777,31.0,0.7223782042401677,1162171.0,12.0
T7P,"May 3 - May 18, 2016",3200,64501.13379292169,0.0,0.0,2016-05-03,2016-05-18,14,0.875,0.15305506168568514,0.7003950502468183,0.4815961189080492,0,54.12498176597733,3.026981782115584,69.68687150220957,1.758087992989818,2.760301195562786,3900,71249.37950176964,31.0,0.8706184978793815,841264.0,12.0
T7S,"May 3 - May 18, 2016",4500,67461.47631851521,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,5500,74519.43935433593,2.0,0.2690810596953604,2628680.0,14.0
T7V,"May 3 - May 18, 2016",4900,69344.94704291168,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,6000,76599.96278906854,3.0,0.3604440219827624,4909847.0,14.0
T7X,"May 3 - May 18, 2016",17500,74486.50489572721,0.00627,20085.92161163997,2016-05-03,2016-05-18,14,0.875,0.1745244006825602,0.6378164845191915,0.5740483835533026,0,52.08491900900877,3.2496926888422606,68.98910825254808,1.597414590591408,3.386679474259354,21400,82279.4413523703,31.0,0.5817357188569521,359390.0,12.0
T7Y,"May 3 - May 18, 2016",3300,102908.8729403911,0.00608,0.0,2016-05-03,2016-05-18,14,0.875,0.185841883923026,0.6450158216392522,0.5993235967800483,0,48.21428426381154,3.310511446199368,69.79272042698749,1.615423704946595,3.515748735934775,4000,113675.41795108643,31.0,0.5289405008533837,959123.0,12.0
T7Z,"May 3 - May 18, 2016",10400,74659.39326905362,0.0048,14062.51041480054,2016-05-03,2016-05-18,14,0.875,0.17954570181079754,0.6422757663576073,0.6124490604620567,0,50.87315122655956,3.3201989475915026,69.2765112830637,1.6109659081729446,3.3399373197603657,12700,82470.417674773,31.0,0.4445839948813953,42199.0,12.0
T8A,"May 3 - May 18, 2016",19500,89051.70375611895,0.00257,23805.600153712792,2016-05-03,2016-05-18,12,0.75,0.5300442888310769,3.160334468265348,1.9423102607406029,0,56.03895912063063,6.815717988490328,82.00806547255357,3.6401706522438175,5.911007918330539,23700,98368.48227457308,101.0,0.7142101551480959,45376.0,11.0
T8B,"May 3 - May 18, 2016",2500,140240.22506329036,0.0,0.0,2016-05-03,2016-05-18,12,0.75,0.5355732248850245,3.149991881516088,1.9432951732513297,0,56.82895933134205,6.811642205924986,81.95120945972587,3.6288090044573407,5.953619021087476,3000,154912.4554775575,31.0,0.4731821831256327,114588.0,12.0
T8C,"May 3 - May 18, 2016",1400,104577.35326866104,0.0,0.0,2016-05-03,2016-05-18,12,0.75,0.5245646078449984,3.170584917068481,1.9413341224193554,0,55.25599670410157,6.819757461547852,82.06441497802734,3.651431083679199,5.868776420752208,1700,115518.45823750675,31.0,0.3734561113515277,140959.0,12.0
T8E,"May 3 - May 18, 2016",3100,99394.0680410698,0.0,0.0,2016-05-03,2016-05-18,12,0.75,0.5245646078449984,3.170584917068481,1.9413341224193554,0,55.25599670410156,6.819757461547852,82.06441497802734,3.651431083679199,5.868776420752208,3800,109792.88669279242,31.0,0.5483720355921871,259158.0,12.0
T8G,"May 3 - May 18, 2016",1800,86684.63230477167,0.011,8388.921228202022,2016-05-03,2016-05-18,12,0.75,0.5536198362489111,3.159621510670352,1.9385360264942157,0,54.66002216702952,6.8275595489726815,82.09922607309454,3.64319216613628,6.26633208393595,2200,95753.76277698566,11.0,0.3736328330009447,333445.0,12.0
T8H,"May 3 - May 18, 2016",11200,76231.30810277603,0.01165,16249.680801447588,2016-05-03,2016-05-18,12,0.75,0.535774848791721,3.149614718039176,1.9433310900907053,0,56.85776829697677,6.811493574217972,81.94913608949447,3.628394678845529,5.955172921679323,13600,84206.78957936486,101.0,0.8474600355239786,42225.0,11.0
T8L,"May 3 - May 18, 2016",11200,75189.51680284197,0.00623,21820.385605805182,2016-05-03,2016-05-18,12,0.75,0.5465329977363832,3.173403352619734,1.944384310198474,0,54.15062990759877,6.643767939978551,82.13752482681164,3.65260801191792,6.168160058132759,13700,83056.00385939679,31.0,0.6536232568760384,507996.0,12.0
T8N,"May 3 - May 18, 2016",25600,83790.59606498377,0.00429,5907.248985492644,2016-05-03,2016-05-18,14,0.875,0.16424698756808145,0.6690595149993896,0.5164720132946967,0,56.78426361083984,3.375572681427002,68.90239715576172,1.6378108263015747,3.0260158351489475,31300,92556.94631477408,101.0,0.6473235478419384,52663.0,11.0
T8R,"May 3 - May 18, 2016",5500,74503.10134463604,0.00728,7639.068545025178,2016-05-03,2016-05-18,14,0.875,0.16668125819251017,0.6773493586099885,0.5268747107092362,0,54.37491121575443,3.2409653346594163,68.99780837689696,1.6637430507685642,3.1300665650740145,6700,82297.77415703825,31.0,0.8241055132401375,784584.0,12.0
T8S,"May 3 - May 18, 2016",3600,65246.71654296431,0.0,0.0,2016-05-03,2016-05-18,15,0.9375,0.3847233530532682,0.9883104773593918,0.8167464069605883,0,60.15138528558594,6.354775905609131,75.70864049305992,2.1275907659512043,6.133416989978659,4400,72072.96670379165,101.0,0.3632159373888296,30921.0,13.0
T8T,"May 3 - May 18, 2016",2200,130086.93357374938,0.01833,5039.317706076871,2016-05-03,2016-05-18,14,0.875,0.1937149090223955,0.6876846909640595,0.5457708904521608,0,55.35933234447397,3.312247284227765,69.02767721863226,1.6448806937163083,3.374908464653464,2700,143696.90505246125,31.0,0.7601321948580434,425130.0,12.0
T8V,"May 3 - May 18, 2016",19900,65973.30524285688,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,24200,72875.57265776674,101.0,0.5254465110808677,59517.0,12.0
T8W,"May 3 - May 18, 2016",8800,84919.50045065374,0.00682,193431.65493008555,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,10700,93803.9590766589,11.0,0.2840669495980964,368994.0,13.0
T8X,"May 3 - May 18, 2016",7900,80461.12275164573,0.0,0.0,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,9600,88879.13642689475,31.0,0.682753964674834,374747.0,12.0
T9A,"May 3 - May 18, 2016",6200,70299.31913272967,0.00642,66076.4895049518,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,7600,77654.18331535641,31.0,0.8258632224460256,1115066.0,11.0
